319,2552985
318,2542735
317,2556305
316,2552950
315,2592570
314,2559215
313,2571440
312,2579315
311,2565295
310,2558080
31,2572830
309,2553905
308,2571695
307,2573960
306,2562615
305,2573495
304,2545755
303,2568690
302,2573170
301,2552190
300,2562370
30,2572195
3,2545740
299,2559790
298,2547570
297,2540790
296,2542205
295,2558980
294,2552200
293,2555100
292,2560545
291,2542300
290,2571980
29,2564450
289,2586870
288,2564040
287,2554855
286,2577765
285,2544855
284,2565420
283,2557070
282,2568785
281,2553675
280,2567710
28,2560910
279,2569385
278,2555885
277,2553695
276,2564990
275,2537990
274,2544625
273,2558905
272,2572745
271,2561165
270,2565080
27,2577430
269,2536125
268,2551395
267,2559025
266,2583675
265,2559040
264,2567515
263,2589800
262,2588615
261,2554960
260,2552315
26,2551620
259,2550875
258,2551365
257,2575000
256,2571605
255,2556880
254,2565020
253,2560615
252,2543530
251,2552990
250,2559375
25,2553140
249,2560260
248,2572750
247,2560495
246,2577085
245,2560115
244,2569085
243,2543895
242,2560315
241,2573925
240,2580195
24,2580670
239,2573150
238,2560705
237,2547800
236,2542910
235,2549505
234,2562395
233,2527670
232,2568850
231,2569030
230,2560970
23,2566060
229,2569185
228,2556405
227,2564745
226,2567145
225,2541300
224,2556855
223,2583445
222,2561865
221,2572635
220,2556575
22,2546515
219,2586520
218,2555365
217,2565345
216,2575060
215,2562710
214,2558580
213,2577470
212,2570645
211,2562645
210,2570180
21,2597905
209,2576925
208,2572860
207,2580355
206,2566155
205,2545990
204,2561560
203,2542630
202,2562260
201,2574385
200,2579705
20,2561125
2,2562385
199,2569340
198,2556375
197,2556670
196,2562845
195,2550810
194,2560800
193,2557970
192,2580520
191,2567430
190,2565455
19,2564715
189,2583560
188,2572890
187,2590965
186,2570420
185,2569120
184,2537010
183,2568300
182,2558505
181,2550315
180,2542540
18,2573245
179,2541230
178,2581920
177,2549150
176,2538025
175,2551185
174,2565400
173,2549930
172,2572520
171,2549125
170,2557215
17,2561645
169,2570445
168,2553230
167,2541630
166,2566785
165,2562190
164,2590635
163,2557460
162,2547635
161,2565805
160,2578125
16,2566590
159,2574945
158,2579485
157,2560025
156,2553195
155,2540495
154,2561830
153,2548830
152,2570785
151,2575660
150,2570240
15,2544125
149,2564110
148,2552850
147,2557200
146,2570025
145,2577325
144,2549160
143,2592080
142,2573575
141,2545110
140,2581940
14,2561640
139,2568510
138,2585320
137,2568960
136,2591680
135,2567435
134,2578700
133,2563035
132,2570320
131,2572245
130,2524385
13,2548960
129,2575620
128,2574275
127,2558585
126,2544190
125,2563090
124,2546955
123,2562060
122,2556855
121,2546640
120,2581580
12,2567315
119,2581715
118,2567940
117,2558005
116,2539050
115,2541695
114,2538730
113,2544710
112,2543330
111,2528045
110,2563440
11,2561655
109,2560765
108,2551170
107,2550640
106,2555705
105,2569490
104,2555395
103,2564125
102,2538315
101,2564425
100,2568385
10,2525035
1,2540660
0,2554710
